England and Wales Code,England and Wales,Distance travelled to work (8 categories) Code,Distance travelled to work (8 categories),Occupation (current) (105 categories) Code,Occupation (current) (105 categories),Observation
K04000001,England and Wales,2,5km to less than 10km,98,913 Elementary process plant occupations,43315
K04000001,England and Wales,2,5km to less than 10km,99,921 Elementary administration occupations,28914
K04000001,England and Wales,2,5km to less than 10km,100,922 Elementary cleaning occupations,96563
K04000001,England and Wales,2,5km to less than 10km,101,923 Elementary security occupations,37585
K04000001,England and Wales,2,5km to less than 10km,102,924 Elementary sales occupations,14410
K04000001,England and Wales,2,5km to less than 10km,103,925 Elementary storage occupations,117590
K04000001,England and Wales,2,5km to less than 10km,104,926 Other elementary services occupations,120854
K04000001,England and Wales,3,10km to less than 30km,-8,Does not apply,0
K04000001,England and Wales,3,10km to less than 30km,1,111 Chief executives and senior officials,8239
K04000001,England and Wales,3,10km to less than 30km,2,112 Production managers and directors,92547
K04000001,England and Wales,3,10km to less than 30km,3,113 Functional managers and directors,81082
K04000001,England and Wales,3,10km to less than 30km,4,"114 Directors in logistics, warehousing and transport",2116
K04000001,England and Wales,3,10km to less than 30km,5,115 Managers and directors in retail and wholesale,98862
K04000001,England and Wales,3,10km to less than 30km,6,116 Senior officers in protective services,7685
K04000001,England and Wales,3,10km to less than 30km,7,117 Health and social services managers and directors,19942
K04000001,England and Wales,3,10km to less than 30km,8,121 Managers and proprietors in agriculture related services,5243
K04000001,England and Wales,3,10km to less than 30km,9,122 Managers and proprietors in hospitality and leisure services,49425
K04000001,England and Wales,3,10km to less than 30km,10,123 Managers and proprietors in health and care services,18699
K04000001,England and Wales,3,10km to less than 30km,11,"124 Managers in logistics, warehousing and transport",37149
K04000001,England and Wales,3,10km to less than 30km,12,125 Managers and proprietors in other services,61774
K04000001,England and Wales,3,10km to less than 30km,13,211 Natural and social science professionals,19894
K04000001,England and Wales,3,10km to less than 30km,14,212 Engineering professionals,55011
K04000001,England and Wales,3,10km to less than 30km,15,213 Information technology professionals,33331
K04000001,England and Wales,3,10km to less than 30km,16,214 Web and multimedia design professionals,5360
K04000001,England and Wales,3,10km to less than 30km,17,215 Conservation and environment professionals,2810
K04000001,England and Wales,3,10km to less than 30km,18,216 Research and development (R&D) and other research professionals,7253
K04000001,England and Wales,3,10km to less than 30km,19,221 Medical practitioners,67784
K04000001,England and Wales,3,10km to less than 30km,20,222 Therapy professionals,35368
K04000001,England and Wales,3,10km to less than 30km,21,223 Nursing and midwifery professionals,161652
K04000001,England and Wales,3,10km to less than 30km,22,224 Veterinarians,5719
K04000001,England and Wales,3,10km to less than 30km,23,225 Other health professionals,56716
K04000001,England and Wales,3,10km to less than 30km,24,231 Teaching and other educational professionals,233533
K04000001,England and Wales,3,10km to less than 30km,25,232 Other educational professionals,37969
K04000001,England and Wales,3,10km to less than 30km,26,241 Legal professionals,18380
K04000001,England and Wales,3,10km to less than 30km,27,242 Finance professionals,28393
K04000001,England and Wales,3,10km to less than 30km,28,"243 Business, research and administrative professionals",18061
K04000001,England and Wales,3,10km to less than 30km,29,244 Business and financial project management professionals,13335
K04000001,England and Wales,3,10km to less than 30km,30,"245 Architects, chartered architectural technologists, planning officers, surveyors and construction professionals",21726
K04000001,England and Wales,3,10km to less than 30km,31,246 Welfare professionals,18464
K04000001,England and Wales,3,10km to less than 30km,32,247 Librarians and related professionals,2563
K04000001,England and Wales,3,10km to less than 30km,33,248 Quality and regulatory professionals,15937
K04000001,England and Wales,3,10km to less than 30km,34,249 Media professionals,6008
K04000001,England and Wales,3,10km to less than 30km,35,"311 Science, engineering and production technicians",55013
K04000001,England and Wales,3,10km to less than 30km,36,"312 CAD, drawing and architectural technicians",5661
K04000001,England and Wales,3,10km to less than 30km,37,313 Information technology technicians,22364
K04000001,England and Wales,3,10km to less than 30km,38,321 Health associate professionals,21276
K04000001,England and Wales,3,10km to less than 30km,39,322 Welfare and housing associate professionals,28962
K04000001,England and Wales,3,10km to less than 30km,40,323 Teaching and childcare associate professionals,31196
K04000001,England and Wales,3,10km to less than 30km,41,324 Veterinary nurses,6676
K04000001,England and Wales,3,10km to less than 30km,42,331 Protective service occupations,92998
K04000001,England and Wales,3,10km to less than 30km,43,"341 Artistic, literary and media occupations",16940
K04000001,England and Wales,3,10km to less than 30km,44,342 Design occupations,6818
K04000001,England and Wales,3,10km to less than 30km,45,343 Sports and fitness occupations,19793
K04000001,England and Wales,3,10km to less than 30km,46,351 Transport associate professionals,3747
K04000001,England and Wales,3,10km to less than 30km,47,352 Legal associate professionals,4179
K04000001,England and Wales,3,10km to less than 30km,48,353 Finance associate professionals,15912
K04000001,England and Wales,3,10km to less than 30km,49,354 Business associate professionals,21200
K04000001,England and Wales,3,10km to less than 30km,50,"355 Sales, marketing and related associate professionals",71242
K04000001,England and Wales,3,10km to less than 30km,51,356 Public services associate professionals,5027
K04000001,England and Wales,3,10km to less than 30km,52,"357 HR, training and other vocational associate guidance professionals",30604
K04000001,England and Wales,3,10km to less than 30km,53,358 Regulatory associate professionals,9671
K04000001,England and Wales,3,10km to less than 30km,54,411 Administrative occupations: Government and related organisations,22860
K04000001,England and Wales,3,10km to less than 30km,55,412 Administrative occupations: Finance,57479
K04000001,England and Wales,3,10km to less than 30km,56,413 Administrative occupations: Records,51579
K04000001,England and Wales,3,10km to less than 30km,57,414 Administrative occupations: Office managers and supervisors,34734
K04000001,England and Wales,3,10km to less than 30km,58,415 Other administrative occupations,89313
K04000001,England and Wales,3,10km to less than 30km,59,421 Secretarial and related occupations,78614
K04000001,England and Wales,3,10km to less than 30km,60,511 Agricultural and related trades,24969
K04000001,England and Wales,3,10km to less than 30km,61,"521 Metal forming, welding and related trades",18925
K04000001,England and Wales,3,10km to less than 30km,62,"522 Metal machining, fitting and instrument making trades",59101
K04000001,England and Wales,3,10km to less than 30km,63,523 Vehicle trades,52397
K04000001,England and Wales,3,10km to less than 30km,64,524 Electrical and electronic trades,33927
K04000001,England and Wales,3,10km to less than 30km,65,"525 Skilled metal, electrical and electronic trades supervisors",10618
K04000001,England and Wales,3,10km to less than 30km,66,531 Construction and building trades,49547
K04000001,England and Wales,3,10km to less than 30km,67,532 Building finishing trades,10330
K04000001,England and Wales,3,10km to less than 30km,68,533 Construction and building trades supervisors,8373
K04000001,England and Wales,3,10km to less than 30km,69,541 Textiles and garments trades,6163
K04000001,England and Wales,3,10km to less than 30km,70,542 Printing trades,6988
K04000001,England and Wales,3,10km to less than 30km,71,543 Food preparation and hospitality trades,77318
K04000001,England and Wales,3,10km to less than 30km,72,544 Other skilled trades,11546
K04000001,England and Wales,3,10km to less than 30km,73,611 Teaching and childcare support occupations,75221
K04000001,England and Wales,3,10km to less than 30km,74,612 Animal care and control services,12523
K04000001,England and Wales,3,10km to less than 30km,75,613 Caring personal services,225930
K04000001,England and Wales,3,10km to less than 30km,76,621 Leisure and travel services,18684
K04000001,England and Wales,3,10km to less than 30km,77,622 Hairdressers and related services,34556
K04000001,England and Wales,3,10km to less than 30km,78,623 Housekeeping and related services,22143
K04000001,England and Wales,3,10km to less than 30km,79,624 Cleaning and housekeeping managers and supervisors,9468
K04000001,England and Wales,3,10km to less than 30km,80,625 Bed and breakfast and guest house owners and proprietors,281
K04000001,England and Wales,3,10km to less than 30km,81,631 Community and civil enforcement occupations,5437
K04000001,England and Wales,3,10km to less than 30km,82,711 Sales assistants and retail cashiers,204454
K04000001,England and Wales,3,10km to less than 30km,83,712 Sales related occupations,7778
K04000001,England and Wales,3,10km to less than 30km,84,713 Shopkeepers and sales supervisors,44954
K04000001,England and Wales,3,10km to less than 30km,85,721 Customer service occupations,49713
K04000001,England and Wales,3,10km to less than 30km,86,722 Customer service supervisors,2677
K04000001,England and Wales,3,10km to less than 30km,87,811 Process operatives,57395
K04000001,England and Wales,3,10km to less than 30km,88,812 Metal working machine operatives,10696
K04000001,England and Wales,3,10km to less than 30km,89,813 Plant and machine operatives,18967
K04000001,England and Wales,3,10km to less than 30km,90,814 Assemblers and routine operatives,42185
K04000001,England and Wales,3,10km to less than 30km,91,815 Construction operatives,20073
K04000001,England and Wales,3,10km to less than 30km,92,"816 Production, factory and assembly supervisors",15173
K04000001,England and Wales,3,10km to less than 30km,93,821 Road transport drivers,130942
K04000001,England and Wales,3,10km to less than 30km,94,822 Mobile machine drivers and operatives,26370
K04000001,England and Wales,3,10km to less than 30km,95,823 Other drivers and transport operatives,15309
K04000001,England and Wales,3,10km to less than 30km,96,911 Elementary agricultural occupations,10816
K04000001,England and Wales,3,10km to less than 30km,97,912 Elementary construction occupations,17449
K04000001,England and Wales,3,10km to less than 30km,98,913 Elementary process plant occupations,49021
K04000001,England and Wales,3,10km to less than 30km,99,921 Elementary administration occupations,31141
K04000001,England and Wales,3,10km to less than 30km,100,922 Elementary cleaning occupations,81015
K04000001,England and Wales,3,10km to less than 30km,101,923 Elementary security occupations,45880
K04000001,England and Wales,3,10km to less than 30km,102,924 Elementary sales occupations,11692
K04000001,England and Wales,3,10km to less than 30km,103,925 Elementary storage occupations,130317
K04000001,England and Wales,3,10km to less than 30km,104,926 Other elementary services occupations,101571
K04000001,England and Wales,4,30km to less than 60km,-8,Does not apply,0
K04000001,England and Wales,4,30km to less than 60km,1,111 Chief executives and senior officials,2717
K04000001,England and Wales,4,30km to less than 60km,2,112 Production managers and directors,29120
K04000001,England and Wales,4,30km to less than 60km,3,113 Functional managers and directors,23001
K04000001,England and Wales,4,30km to less than 60km,4,"114 Directors in logistics, warehousing and transport",581
K04000001,England and Wales,4,30km to less than 60km,5,115 Managers and directors in retail and wholesale,24323
K04000001,England and Wales,4,30km to less than 60km,6,116 Senior officers in protective services,3761
K04000001,England and Wales,4,30km to less than 60km,7,117 Health and social services managers and directors,5128
K04000001,England and Wales,4,30km to less than 60km,8,121 Managers and proprietors in agriculture related services,1398
K04000001,England and Wales,4,30km to less than 60km,9,122 Managers and proprietors in hospitality and leisure services,11321
K04000001,England and Wales,4,30km to less than 60km,10,123 Managers and proprietors in health and care services,3947
K04000001,England and Wales,4,30km to less than 60km,11,"124 Managers in logistics, warehousing and transport",10513
K04000001,England and Wales,4,30km to less than 60km,12,125 Managers and proprietors in other services,15035
K04000001,England and Wales,4,30km to less than 60km,13,211 Natural and social science professionals,6022
K04000001,England and Wales,4,30km to less than 60km,14,212 Engineering professionals,16400
K04000001,England and Wales,4,30km to less than 60km,15,213 Information technology professionals,10076
K04000001,England and Wales,4,30km to less than 60km,16,214 Web and multimedia design professionals,1320
K04000001,England and Wales,4,30km to less than 60km,17,215 Conservation and environment professionals,957
K04000001,England and Wales,4,30km to less than 60km,18,216 Research and development (R&D) and other research professionals,2358
K04000001,England and Wales,4,30km to less than 60km,19,221 Medical practitioners,20212
K04000001,England and Wales,4,30km to less than 60km,20,222 Therapy professionals,8719
K04000001,England and Wales,4,30km to less than 60km,21,223 Nursing and midwifery professionals,29814
K04000001,England and Wales,4,30km to less than 60km,22,224 Veterinarians,1357
K04000001,England and Wales,4,30km to less than 60km,23,225 Other health professionals,15440
K04000001,England and Wales,4,30km to less than 60km,24,231 Teaching and other educational professionals,40235
K04000001,England and Wales,4,30km to less than 60km,25,232 Other educational professionals,7390
K04000001,England and Wales,4,30km to less than 60km,26,241 Legal professionals,4801
K04000001,England and Wales,4,30km to less than 60km,27,242 Finance professionals,5747
K04000001,England and Wales,4,30km to less than 60km,28,"243 Business, research and administrative professionals",4994
K04000001,England and Wales,4,30km to less than 60km,29,244 Business and financial project management professionals,4538
K04000001,England and Wales,4,30km to less than 60km,30,"245 Architects, chartered architectural technologists, planning officers, surveyors and construction professionals",8595
K04000001,England and Wales,4,30km to less than 60km,31,246 Welfare professionals,4508
K04000001,England and Wales,4,30km to less than 60km,32,247 Librarians and related professionals,541
K04000001,England and Wales,4,30km to less than 60km,33,248 Quality and regulatory professionals,4785
K04000001,England and Wales,4,30km to less than 60km,34,249 Media professionals,1597
K04000001,England and Wales,4,30km to less than 60km,35,"311 Science, engineering and production technicians",12855
K04000001,England and Wales,4,30km to less than 60km,36,"312 CAD, drawing and architectural technicians",1363
K04000001,England and Wales,4,30km to less than 60km,37,313 Information technology technicians,4899
K04000001,England and Wales,4,30km to less than 60km,38,321 Health associate professionals,4086
K04000001,England and Wales,4,30km to less than 60km,39,322 Welfare and housing associate professionals,4868
K04000001,England and Wales,4,30km to less than 60km,40,323 Teaching and childcare associate professionals,3494
K04000001,England and Wales,4,30km to less than 60km,41,324 Veterinary nurses,1175
K04000001,England and Wales,4,30km to less than 60km,42,331 Protective service occupations,31089
K04000001,England and Wales,4,30km to less than 60km,43,"341 Artistic, literary and media occupations",4919
K04000001,England and Wales,4,30km to less than 60km,44,342 Design occupations,1716
K04000001,England and Wales,4,30km to less than 60km,45,343 Sports and fitness occupations,4957
K04000001,England and Wales,4,30km to less than 60km,46,351 Transport associate professionals,2077
K04000001,England and Wales,4,30km to less than 60km,47,352 Legal associate professionals,875
K04000001,England and Wales,4,30km to less than 60km,48,353 Finance associate professionals,3827
K04000001,England and Wales,4,30km to less than 60km,49,354 Business associate professionals,4972
K04000001,England and Wales,4,30km to less than 60km,50,"355 Sales, marketing and related associate professionals",16845
K04000001,England and Wales,4,30km to less than 60km,51,356 Public services associate professionals,804
K04000001,England and Wales,4,30km to less than 60km,52,"357 HR, training and other vocational associate guidance professionals",7071
K04000001,England and Wales,4,30km to less than 60km,53,358 Regulatory associate professionals,3177
K04000001,England and Wales,4,30km to less than 60km,54,411 Administrative occupations: Government and related organisations,4203
K04000001,England and Wales,4,30km to less than 60km,55,412 Administrative occupations: Finance,7539
K04000001,England and Wales,4,30km to less than 60km,56,413 Administrative occupations: Records,7948
K04000001,England and Wales,4,30km to less than 60km,57,414 Administrative occupations: Office managers and supervisors,5975
K04000001,England and Wales,4,30km to less than 60km,58,415 Other administrative occupations,11942
K04000001,England and Wales,4,30km to less than 60km,59,421 Secretarial and related occupations,9526
K04000001,England and Wales,4,30km to less than 60km,60,511 Agricultural and related trades,5511
K04000001,England and Wales,4,30km to less than 60km,61,"521 Metal forming, welding and related trades",3313
K04000001,England and Wales,4,30km to less than 60km,62,"522 Metal machining, fitting and instrument making trades",12076
K04000001,England and Wales,4,30km to less than 60km,63,523 Vehicle trades,10141
K04000001,England and Wales,4,30km to less than 60km,64,524 Electrical and electronic trades,9626
K04000001,England and Wales,4,30km to less than 60km,65,"525 Skilled metal, electrical and electronic trades supervisors",2462
K04000001,England and Wales,4,30km to less than 60km,66,531 Construction and building trades,13020
K04000001,England and Wales,4,30km to less than 60km,67,532 Building finishing trades,2676
K04000001,England and Wales,4,30km to less than 60km,68,533 Construction and building trades supervisors,2838
K04000001,England and Wales,4,30km to less than 60km,69,541 Textiles and garments trades,1134
K04000001,England and Wales,4,30km to less than 60km,70,542 Printing trades,1595
K04000001,England and Wales,4,30km to less than 60km,71,543 Food preparation and hospitality trades,14398
K04000001,England and Wales,4,30km to less than 60km,72,544 Other skilled trades,2093
K04000001,England and Wales,4,30km to less than 60km,73,611 Teaching and childcare support occupations,9246
K04000001,England and Wales,4,30km to less than 60km,74,612 Animal care and control services,2673
K04000001,England and Wales,4,30km to less than 60km,75,613 Caring personal services,33534
K04000001,England and Wales,4,30km to less than 60km,76,621 Leisure and travel services,4799
K04000001,England and Wales,4,30km to less than 60km,77,622 Hairdressers and related services,5078
K04000001,England and Wales,4,30km to less than 60km,78,623 Housekeeping and related services,2920
K04000001,England and Wales,4,30km to less than 60km,79,624 Cleaning and housekeeping managers and supervisors,1429
K04000001,England and Wales,4,30km to less than 60km,80,625 Bed and breakfast and guest house owners and proprietors,75
K04000001,England and Wales,4,30km to less than 60km,81,631 Community and civil enforcement occupations,1091
K04000001,England and Wales,4,30km to less than 60km,82,711 Sales assistants and retail cashiers,29335
K04000001,England and Wales,4,30km to less than 60km,83,712 Sales related occupations,1557
K04000001,England and Wales,4,30km to less than 60km,84,713 Shopkeepers and sales supervisors,7544
K04000001,England and Wales,4,30km to less than 60km,85,721 Customer service occupations,7993
K04000001,England and Wales,4,30km to less than 60km,86,722 Customer service supervisors,497
K04000001,England and Wales,4,30km to less than 60km,87,811 Process operatives,10105
K04000001,England and Wales,4,30km to less than 60km,88,812 Metal working machine operatives,1782
K04000001,England and Wales,4,30km to less than 60km,89,813 Plant and machine operatives,3788
K04000001,England and Wales,4,30km to less than 60km,90,814 Assemblers and routine operatives,6874
K04000001,England and Wales,4,30km to less than 60km,91,815 Construction operatives,4915
K04000001,England and Wales,4,30km to less than 60km,92,"816 Production, factory and assembly supervisors",3004
K04000001,England and Wales,4,30km to less than 60km,93,821 Road transport drivers,26506
K04000001,England and Wales,4,30km to less than 60km,94,822 Mobile machine drivers and operatives,5620
K04000001,England and Wales,4,30km to less than 60km,95,823 Other drivers and transport operatives,4584
K04000001,England and Wales,4,30km to less than 60km,96,911 Elementary agricultural occupations,2359
K04000001,England and Wales,4,30km to less than 60km,97,912 Elementary construction occupations,5366
K04000001,England and Wales,4,30km to less than 60km,98,913 Elementary process plant occupations,8470
K04000001,England and Wales,4,30km to less than 60km,99,921 Elementary administration occupations,5516
K04000001,England and Wales,4,30km to less than 60km,100,922 Elementary cleaning occupations,13151
K04000001,England and Wales,4,30km to less than 60km,101,923 Elementary security occupations,8392
K04000001,England and Wales,4,30km to less than 60km,102,924 Elementary sales occupations,1703
K04000001,England and Wales,4,30km to less than 60km,103,925 Elementary storage occupations,18291
K04000001,England and Wales,4,30km to less than 60km,104,926 Other elementary services occupations,16754
K04000001,England and Wales,5,60km and over,-8,Does not apply,0
K04000001,England and Wales,5,60km and over,1,111 Chief executives and senior officials,2293
K04000001,England and Wales,5,60km and over,2,112 Production managers and directors,13624
K04000001,England and Wales,5,60km and over,3,113 Functional managers and directors,10231
K04000001,England and Wales,5,60km and over,4,"114 Directors in logistics, warehousing and transport",291
K04000001,England and Wales,5,60km and over,5,115 Managers and directors in retail and wholesale,7464
K04000001,England and Wales,5,60km and over,6,116 Senior officers in protective services,6640
K04000001,England and Wales,5,60km and over,7,117 Health and social services managers and directors,1901
K04000001,England and Wales,5,60km and over,8,121 Managers and proprietors in agriculture related services,513
K04000001,England and Wales,5,60km and over,9,122 Managers and proprietors in hospitality and leisure services,5250
K04000001,England and Wales,5,60km and over,10,123 Managers and proprietors in health and care services,1317
K04000001,England and Wales,5,60km and over,11,"124 Managers in logistics, warehousing and transport",3754
K04000001,England and Wales,5,60km and over,12,125 Managers and proprietors in other services,6405
K04000001,England and Wales,5,60km and over,13,211 Natural and social science professionals,2428
K04000001,England and Wales,5,60km and over,14,212 Engineering professionals,8197
K04000001,England and Wales,5,60km and over,15,213 Information technology professionals,5057
K04000001,England and Wales,5,60km and over,16,214 Web and multimedia design professionals,532
K04000001,England and Wales,5,60km and over,17,215 Conservation and environment professionals,425
K04000001,England and Wales,5,60km and over,18,216 Research and development (R&D) and other research professionals,1085
K04000001,England and Wales,5,60km and over,19,221 Medical practitioners,9905
K04000001,England and Wales,5,60km and over,20,222 Therapy professionals,2227
K04000001,England and Wales,5,60km and over,21,223 Nursing and midwifery professionals,8647
K04000001,England and Wales,5,60km and over,22,224 Veterinarians,468
K04000001,England and Wales,5,60km and over,23,225 Other health professionals,5482
K04000001,England and Wales,5,60km and over,24,231 Teaching and other educational professionals,9466
K04000001,England and Wales,5,60km and over,25,232 Other educational professionals,2129
K04000001,England and Wales,5,60km and over,26,241 Legal professionals,1808
K04000001,England and Wales,5,60km and over,27,242 Finance professionals,2120
K04000001,England and Wales,5,60km and over,28,"243 Business, research and administrative professionals",2939
K04000001,England and Wales,5,60km and over,29,244 Business and financial project management professionals,2333
K04000001,England and Wales,5,60km and over,30,"245 Architects, chartered architectural technologists, planning officers, surveyors and construction professionals",4177
K04000001,England and Wales,5,60km and over,31,246 Welfare professionals,1497
K04000001,England and Wales,5,60km and over,32,247 Librarians and related professionals,246
K04000001,England and Wales,5,60km and over,33,248 Quality and regulatory professionals,1683
K04000001,England and Wales,5,60km and over,34,249 Media professionals,915
K04000001,England and Wales,5,60km and over,35,"311 Science, engineering and production technicians",6324
K04000001,England and Wales,5,60km and over,36,"312 CAD, drawing and architectural technicians",561
K04000001,England and Wales,5,60km and over,37,313 Information technology technicians,2059
K04000001,England and Wales,5,60km and over,38,321 Health associate professionals,1477
K04000001,England and Wales,5,60km and over,39,322 Welfare and housing associate professionals,1562
K04000001,England and Wales,5,60km and over,40,323 Teaching and childcare associate professionals,1075
K04000001,England and Wales,5,60km and over,41,324 Veterinary nurses,294
K04000001,England and Wales,5,60km and over,42,331 Protective service occupations,28392
K04000001,England and Wales,5,60km and over,43,"341 Artistic, literary and media occupations",3523
K04000001,England and Wales,5,60km and over,44,342 Design occupations,629
K04000001,England and Wales,5,60km and over,45,343 Sports and fitness occupations,3811
K04000001,England and Wales,5,60km and over,46,351 Transport associate professionals,2563
K04000001,England and Wales,5,60km and over,47,352 Legal associate professionals,278
K04000001,England and Wales,5,60km and over,48,353 Finance associate professionals,1288
K04000001,England and Wales,5,60km and over,49,354 Business associate professionals,2327
K04000001,England and Wales,5,60km and over,50,"355 Sales, marketing and related associate professionals",7270
K04000001,England and Wales,5,60km and over,51,356 Public services associate professionals,270
K04000001,England and Wales,5,60km and over,52,"357 HR, training and other vocational associate guidance professionals",3253
K04000001,England and Wales,5,60km and over,53,358 Regulatory associate professionals,1565
K04000001,England and Wales,5,60km and over,54,411 Administrative occupations: Government and related organisations,3002
K04000001,England and Wales,5,60km and over,55,412 Administrative occupations: Finance,2488
K04000001,England and Wales,5,60km and over,56,413 Administrative occupations: Records,2902
K04000001,England and Wales,5,60km and over,57,414 Administrative occupations: Office managers and supervisors,1705
K04000001,England and Wales,5,60km and over,58,415 Other administrative occupations,3985
K04000001,England and Wales,5,60km and over,59,421 Secretarial and related occupations,3126
K04000001,England and Wales,5,60km and over,60,511 Agricultural and related trades,2259
K04000001,England and Wales,5,60km and over,61,"521 Metal forming, welding and related trades",1580
K04000001,England and Wales,5,60km and over,62,"522 Metal machining, fitting and instrument making trades",4596
K04000001,England and Wales,5,60km and over,63,523 Vehicle trades,5207
K04000001,England and Wales,5,60km and over,64,524 Electrical and electronic trades,5533
K04000001,England and Wales,5,60km and over,65,"525 Skilled metal, electrical and electronic trades supervisors",787
K04000001,England and Wales,5,60km and over,66,531 Construction and building trades,7741
K04000001,England and Wales,5,60km and over,67,532 Building finishing trades,1685
K04000001,England and Wales,5,60km and over,68,533 Construction and building trades supervisors,1942
K04000001,England and Wales,5,60km and over,69,541 Textiles and garments trades,512
K04000001,England and Wales,5,60km and over,70,542 Printing trades,404
K04000001,England and Wales,5,60km and over,71,543 Food preparation and hospitality trades,6939
K04000001,England and Wales,5,60km and over,72,544 Other skilled trades,788
K04000001,England and Wales,5,60km and over,73,611 Teaching and childcare support occupations,3425
K04000001,England and Wales,5,60km and over,74,612 Animal care and control services,1113
K04000001,England and Wales,5,60km and over,75,613 Caring personal services,15879
K04000001,England and Wales,5,60km and over,76,621 Leisure and travel services,4264
K04000001,England and Wales,5,60km and over,77,622 Hairdressers and related services,1870
K04000001,England and Wales,5,60km and over,78,623 Housekeeping and related services,1602
K04000001,England and Wales,5,60km and over,79,624 Cleaning and housekeeping managers and supervisors,807
